Feature,Importance
DPCV_CAP,0.0010569707219110032
MAX_VIGENTEH_06M,0.0010569707219110032
AVG_PCT_VIGENTEC_OP_ACC,0.0010569707219110032
AVG_PND_MAS_R_BAL_BY_CRED_LIM_06M,0.0010569707219110032
MAX_MIN_VP_PER_U06M_2,0.0010569707219110032
MIN_CRED_LIM_06M,0.0009512736497199028
AVG_PND_MAS_BAL_03M,0.0009512736497199028
AVG_PND_MAS_AVG_HI_CALCAR_FLOOR_06M,0.0009512736497199028
AVG_AVG2_VP_PER_U12M,0.0009512736497199028
AVG_MAX_VP_MES_U06M,0.0009512736497199028
AVG_VIGENTEH_12M,0.0009512736497199028
MAX_AVG1_VP_PER_U12M_2,0.0009512736497199028
AVG_MIN_VP_PER_U03M_2,0.0009512736497199028
AVG_VIGENTEC_BK_R_OP_ACC_12M,0.0008455765775288025
AVG_PND_MENOS_VIGENTEH_03M,0.0008455765775288025
AVG_MAX_VP_MES_U03M_2,0.0008455765775288025
AVG_PND_MENOS_BAL_06M,0.0008455765775288025
MAX_SALINI_BRG_R_OP_ACC_03M,0.0008455765775288025
MAX_VP_MES,0.0008455765775288025
MIN_SALINI_OP_ACC_03M,0.0007398795053377022
AVG_VIGENTEC_BRG_OP_ACC_03M,0.0007398795053377022
MAX_SALINI_BRG_R_OP_ACC,0.0007398795053377022
MAX_MIN_VP_MES_U06M,0.0007398795053377022
AVG_PND_MENOS_BAL_03M,0.0007398795053377022
AVG_MIN_VP_PER_U06M_2,0.0007398795053377022
MIN_MAX_VP_MES_U03M_2,0.0007398795053377022
MIN_SALINI_OP_ACC_06M,0.0007398795053377022
MAX_VIGENTEC_BK_CS_OP_ACC_12M,0.0007398795053377022
AVG_PND_MAS_VIGENTEH_03M,0.0007398795053377022
MIN_CRED_LIM_12M,0.0006341824331466019
AVG_PND_MAS_MAX_HI_CALCAR_FLOOR_06M,0.0006341824331466019
AVG_PND_MAS_BAL_12M,0.0006341824331466019
AVG_VIGENTEC_BRG_R_OP_ACC_12M,0.0006341824331466019
AVG_PND_MAS_CRED_LIM_06M,0.0006341824331466019
AVG_PND_MAS_BAL_06M,0.0006341824331466019
AVG_VIGENTEC_BRG_OP_ACC_06M,0.0006341824331466019
AVG_PND_MAS_VIGENTEH_12M,0.0006341824331466019
AVG_SALINI_BRG_OP_ACC,0.0006341824331466019
MIN_AVG_HI_CALCAR_CEIL_12M,0.0006341824331466019
AVG_PCT_VIGENTEH_12M,0.0006341824331466019
MAX_VIGENTEC_OP_ACC_12M,0.0005284853609555016
AVG_PND_MENOS_CRED_LIM_06M,0.0005284853609555016
MIN_SALINI_BRG_R_OP_ACC,0.0005284853609555016
AVG_BAL_03M,0.0005284853609555016
MAX_SALINI_BK_OP_ACC_06M,0.0005284853609555016
AVG_PCT_VENC1M_OP_ACC_12M,0.0005284853609555016
MAX_VIGENTEC_BRG_R_OP_ACC,0.0005284853609555016
AVG_SALINI_BRG_CS_OP_ACC_12M,0.0005284853609555016
AVG_AVG1_VP_MES_U03M_2,0.0005284853609555016
AVG_PND_MAS_CRED_LIM_12M,0.0005284853609555016
MAX_VIGENTEC_BK_R_OP_ACC_03M,0.00042278828876440123
MIN_SALINI_BK_R_OP_ACC_12M,0.00042278828876440123
AVG_SALINI_OP_ACC_12M,0.00042278828876440123
MAX_AVG2_VP_PER_U12M,0.00042278828876440123
AVG_VIGENTEH_06M,0.00042278828876440123
AVG_PND_MAS_PCT_VIGENTEH_12M,0.00042278828876440123
MIN_SALINI_OP_ACC_12M,0.00042278828876440123
CUR_CRED_LIM,0.00042278828876440123
MAX_MAX_VP_MES_U06M_2,0.00042278828876440123
AVG_SALINI_BRG_OP_ACC_06M,0.00042278828876440123
MAX_MAX_VP_MES_U03M,0.00042278828876440123
MIN_SALINI_BRG_R_OP_ACC_06M,0.00042278828876440123
MAX_VIGENTEC_OP_ACC_03M,0.00031709121657330094
AVG_SALINI_OP_ACC_06M,0.00031709121657330094
AVG_BAL_06M,0.00031709121657330094
AVG_VIGENTEC_BK_OP_ACC_12M,0.00031709121657330094
AVG_D_CRED_LIM_TO_BAL_03M,0.00031709121657330094
AVG_AVG1_VP_MES_U12M_2,0.00031709121657330094
MIN_SALINI_BRG_OP_ACC,0.00031709121657330094
MIN_SALINI_BK_OP_ACC_06M,0.00031709121657330094
AVG_PND_MAS_VIGENTEH_06M,0.00031709121657330094
MAX_VIGENTEC_BK_R_OP_ACC,0.00031709121657330094
MIN_SALINI_BK_R_OP_ACC_03M,0.00031709121657330094
MAX_SALINI_BK_OP_ACC_03M,0.00031709121657330094
AVG_VIGENTEC_BRG_CS_OP_ACC_06M,0.00031709121657330094
MAX_SALINI_OP_ACC_12M,0.00021139414438220062
AVG_SALINI_BK_R_OP_ACC_12M,0.00021139414438220062
AVG_SALINI_BRG_R_OP_ACC_12M,0.00021139414438220062
AVG_AVG1_VP_MES_U06M,0.00021139414438220062
MAX_VIGENTEC_BRG_CS_OP_ACC_03M,0.00021139414438220062
MAX_AVG2_VP_PER_U06M_2,0.00021139414438220062
MAX_VIGENTEC_BRG_OP_ACC_06M,0.00021139414438220062
AVG_VIGENTEC_BK_R_OP_ACC_03M,0.00021139414438220062
AVG_SALINI_BRG_R_OP_ACC_03M,0.00021139414438220062
MAX_AVG2_VP_MES_U12M_2,0.00021139414438220062
